NM_ID,Gene,Disease,Disease_Category,Motif_Class,Subclass,Start,End,Length,Score
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,4630,4647,18,1.49
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,4656,4678,23,1.09
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Intramolecular G-triplex,4822,4839,18,1.38
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,4911,4934,24,1.09
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,4951,4970,20,1.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Extended-loop canonical,5016,5052,37,1.21
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,5245,5275,31,1.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,A-philic_DNA,A-philic DNA,5262,5271,10,3.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,5460,5479,20,1.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,5512,5533,22,1.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,5828,5852,25,1.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,5828,6332,504,3.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,A-philic_DNA,A-philic DNA,5949,5958,10,3.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,5962,5982,21,1.19
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,Hybrid,G-Quadruplex_R-Loop_Overlap,5962,6332,370,3.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,R-Loop,R-loop formation sites,5966,6332,367,3.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,6000,6020,21,1.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,6118,6143,26,1.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,6163,6185,23,1.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,6218,6243,26,1.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,A-philic_DNA,A-philic DNA,6385,6394,10,3.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,6401,6425,25,1.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,6430,6457,28,1.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,A-philic_DNA,A-philic DNA,6514,6523,10,3.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,6637,6656,20,1.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,6757,6775,19,1.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,7006,7027,22,1.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,7315,8128,813,3.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,R-Loop,R-loop formation sites,7315,8128,814,3.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,Slipped_DNA,STR,7434,7467,34,3.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,7515,8128,613,2.99
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,Slipped_DNA,STR,7515,7534,20,3.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,Curved_DNA,Global Curvature,7592,7633,42,2.58
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,7592,8128,536,2.16
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,Curved_DNA,Local Curvature,7618,7624,7,2.03
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,Curved_DNA,Local Curvature,7627,7633,7,2.03
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,Curved_DNA,Local Curvature,7653,7669,17,2.5
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,7747,7773,27,1.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,R-Loop,R-loop formation sites,7815,8128,314,3.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,8054,8073,20,1.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,i-Motif,Canonical i-motif,8099,8124,26,2.3
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,8142,8166,25,1.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,8215,8237,23,1.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,8341,8364,24,1.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Intramolecular G-triplex,8528,8542,15,1.47
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,R-Loop,R-loop formation sites,8528,8992,465,3.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,8552,8576,25,1.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,8613,8635,23,1.18
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,8904,8922,19,1.23
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,8960,8989,30,1.89
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,9024,9047,24,1.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,9073,9091,19,1.19
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,9073,9350,277,1.8
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,9210,9224,15,1.09
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,Curved_DNA,Local Curvature,9317,9325,9,2.18
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,9317,9685,368,2.64
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,Triplex,Triplex,9317,9350,34,1.0
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,9326,9349,24,1.5
NM_001039141,TRIOBP,"Deafness, autosomal recessive 28, 609823 (3)",Other,R-Loop,R-loop formation sites,9421,9685,265,3.0
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,30,47,18,1.07
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,R-Loop,R-loop formation sites,554,1565,1012,3.0
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1252,1274,23,1.0
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1435,1454,20,1.0
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1488,1509,22,1.0
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1608,1630,23,1.0
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,2449,2465,17,1.22
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,2865,2881,17,1.26
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,3967,3988,22,1.4
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,Curved_DNA,Global Curvature,6126,6167,42,3.0
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,Curved_DNA,Local Curvature,6892,6898,7,2.03
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,7152,7172,21,1.0
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,7230,7242,13,1.08
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,7521,7537,17,1.0
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,7551,7573,23,1.07
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,7580,7595,16,1.0
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,Z-DNA,Z-DNA,7592,7601,10,1.0
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,7849,7871,23,1.0
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,7902,7917,16,1.03
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,Z-DNA,Z-DNA,8025,8035,11,1.38
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,Z-DNA,Z-DNA,8064,8074,11,1.39
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,8134,8157,24,1.0
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,Curved_DNA,Local Curvature,8496,8504,9,2.18
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,Curved_DNA,Local Curvature,8586,8594,9,2.18
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,Curved_DNA,Global Curvature,8787,8827,41,2.05
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,Curved_DNA,Local Curvature,8883,8889,7,2.03
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,Curved_DNA,Local Curvature,9038,9044,7,2.03
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,Triplex,Triplex,9234,9254,21,1.0
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,9310,9329,20,1.2
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,9347,9365,19,1.04
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,9482,9503,22,1.38
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,9669,9685,17,1.32
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,R-Loop,R-loop formation sites,9669,9682,14,2.14
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,G-Quadruplex,Intramolecular G-triplex,10686,10700,15,1.91
NM_001080477,TENM3,"Microphthalmia, isolated, with coloboma 9, 615145 (3)",Other,R-Loop,R-loop formation sites,10690,10700,11,2.85
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,R-Loop,R-loop formation sites,38,251,214,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,50,70,21,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,A-philic_DNA,A-philic DNA,67,76,10,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Non-B_DNA_Clusters,Mixed_Cluster_5_classes,67,589,522,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,124,146,23,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Z-DNA,eGZ,225,239,15,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,232,589,357,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Slipped_DNA,Direct Repeat,232,251,20,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,A-philic_DNA,A-philic DNA,247,256,10,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,247,589,342,2.97
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Intramolecular G-triplex,273,289,17,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,R-Loop,R-loop formation sites,273,589,317,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,305,325,21,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Extended-loop canonical,338,371,34,1.52
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,441,464,24,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,469,499,31,1.79
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,1082,1099,18,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,1128,1146,19,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,1203,1220,18,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,1662,1687,26,1.08
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,2435,2449,15,1.09
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,2490,2506,17,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,2958,2977,20,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,3006,3031,26,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,3503,3527,25,1.27
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,3764,3787,24,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Curved_DNA,Local Curvature,4035,4041,7,2.03
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Curved_DNA,Global Curvature,4104,4154,51,2.05
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Curved_DNA,Global Curvature,4252,4293,42,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,R-Loop,R-loop formation sites,5194,5220,27,1.43
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,5235,5260,26,1.47
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,A-philic_DNA,A-philic DNA,5674,5683,10,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,5674,5974,300,2.45
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,5862,5885,24,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,5950,5974,25,1.51
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Triplex,Triplex,5950,5974,25,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Triplex,Triplex,6225,6245,21,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,6341,6365,25,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Curved_DNA,Local Curvature,6469,6476,8,2.11
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,6828,6852,25,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Non-B_DNA_Clusters,Mixed_Cluster_5_classes,7224,7940,716,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,R-Loop,R-loop formation sites,7224,7940,717,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,7258,7286,29,1.59
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,7258,7541,283,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Z-DNA,eGZ,7261,7278,18,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,7291,7321,31,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Z-DNA,eGZ,7308,7319,12,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,A-philic_DNA,A-philic DNA,7317,7327,11,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,7317,7576,259,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,7330,7352,23,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,A-philic_DNA,A-philic DNA,7495,7507,13,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Hybrid,A-philic_DNA_i-Motif_Overlap,7495,7520,25,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,i-Motif,Canonical i-motif,7496,7520,25,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,7522,7541,20,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Hybrid,G-Quadruplex_R-Loop_Overlap,7522,7940,418,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Non-B_DNA_Clusters,Mixed_Cluster_5_classes,7524,7940,416,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,R-Loop,R-loop formation sites,7524,7940,417,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,7559,7576,18,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,A-philic_DNA,A-philic DNA,7562,7571,10,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,7690,7819,129,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Z-DNA,Z-DNA,7690,7702,13,1.78
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Intramolecular G-triplex,7723,7741,19,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,A-philic_DNA,A-philic DNA,7728,7737,10,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,i-Motif,Canonical i-motif,7798,7819,22,2.39
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Triplex,Triplex,8298,8321,24,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,8356,8378,23,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,8708,8733,26,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,9052,9085,34,1.36
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,9504,9531,28,1.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Curved_DNA,Local Curvature,9934,9940,7,2.03
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,R-Loop,R-loop formation sites,10252,10413,162,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,i-Motif,Canonical i-motif,10314,10333,20,3.0
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Canonical intramolecular G4,10647,10671,25,1.84
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,Curved_DNA,Local Curvature,10825,10832,8,2.11
NM_007118,TRIO,"Mental retardation, autosomal dominant 44, 617061 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,11026,11043,18,1.09
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Triplex,Triplex,11,38,28,1.0
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Non-B_DNA_Clusters,Mixed_Cluster_5_classes,31,346,315,2.78
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,R-Loop,R-loop formation sites,31,346,316,3.0
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Triplex,Triplex,50,81,32,1.0
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,i-Motif,Canonical i-motif,56,78,23,3.0
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,139,163,25,1.0
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,A-philic_DNA,A-philic DNA,151,160,10,3.0
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,151,346,195,2.99
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,A-philic_DNA,A-philic DNA,168,177,10,3.0
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,176,198,23,1.0
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,220,240,21,1.68
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Triplex,Triplex,220,249,30,1.0
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,i-Motif,Canonical i-motif,331,346,16,2.83
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Curved_DNA,Global Curvature,463,503,41,2.05
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,Curved_DNA,Local Curvature,1996,2002,7,2.03
NM_015384,NIPBL,"Cornelia de Lange syndrome 1, 122470 (3)",Syndromes,G-Quadruplex,Two-tetrad weak PQS,2025,2048,24,1.23
